Date,Month,Product_ID,Quantity_Consumed,Quantity_in_Stock,Lead_Time_Days,New_Model_Added,Recall
9/30/2022,September,1008,4,55,3,1,1
10/1/2022,October,1008,5,8,5,1,0
10/2/2022,October,1008,1,128,6,1,1
10/3/2022,October,1008,1,98,2,0,0
10/4/2022,October,1008,5,34,5,1,0
10/5/2022,October,1008,5,34,4,0,1
10/6/2022,October,1008,4,140,8,1,0
10/7/2022,October,1008,0,14,10,0,1
10/8/2022,October,1008,1,51,3,0,1
10/9/2022,October,1008,0,130,2,0,0
10/10/2022,October,1008,2,84,3,0,0
10/11/2022,October,1008,2,58,9,1,1
10/12/2022,October,1008,0,78,5,1,1
10/13/2022,October,1008,2,66,10,0,1
10/14/2022,October,1008,1,49,6,0,1
10/15/2022,October,1008,2,88,10,0,0
10/16/2022,October,1008,0,87,10,1,0
10/17/2022,October,1008,0,132,8,0,1
10/18/2022,October,1008,2,75,6,1,0
10/19/2022,October,1008,5,31,3,0,1
10/20/2022,October,1008,2,15,9,1,0
10/21/2022,October,1008,1,142,8,0,0
10/22/2022,October,1008,2,68,3,1,1
10/23/2022,October,1008,5,134,1,1,1
10/24/2022,October,1008,5,31,5,0,0
10/25/2022,October,1008,0,31,1,0,1
10/26/2022,October,1008,0,61,10,0,0
10/27/2022,October,1008,2,62,4,1,1
10/28/2022,October,1008,2,75,10,0,0
10/29/2022,October,1008,3,86,3,1,0
10/30/2022,October,1008,5,116,2,0,0
10/31/2022,October,1008,3,48,4,1,1
11/1/2022,November,1008,4,69,10,1,1
11/2/2022,November,1008,1,70,3,1,0
11/3/2022,November,1008,2,103,3,1,1
11/4/2022,November,1008,2,69,7,0,1
11/5/2022,November,1008,0,90,6,1,1
11/6/2022,November,1008,1,19,1,0,0
11/7/2022,November,1008,2,118,5,1,1
11/8/2022,November,1008,5,130,3,1,1
11/9/2022,November,1008,1,20,7,0,1
11/10/2022,November,1008,5,40,9,0,1
11/11/2022,November,1008,3,29,9,0,0
11/12/2022,November,1008,3,92,1,1,0
11/13/2022,November,1008,0,67,6,1,1
11/14/2022,November,1008,2,73,7,0,0
11/15/2022,November,1008,5,142,10,1,1
11/16/2022,November,1008,5,44,7,0,1
11/17/2022,November,1008,2,118,2,0,0
11/18/2022,November,1008,1,3,6,0,0
11/19/2022,November,1008,1,43,2,0,0
11/20/2022,November,1008,5,35,6,0,0
11/21/2022,November,1008,2,2,7,0,0
11/22/2022,November,1008,3,94,2,0,1
11/23/2022,November,1008,0,56,2,1,0
11/24/2022,November,1008,3,26,9,0,1
11/25/2022,November,1008,0,104,9,1,1
11/26/2022,November,1008,5,118,9,1,1
11/27/2022,November,1008,0,114,6,0,0
11/28/2022,November,1008,0,75,10,1,1
11/29/2022,November,1008,3,145,10,1,1
11/30/2022,November,1008,1,109,5,0,1
12/1/2022,December,1008,2,83,8,1,0
12/2/2022,December,1008,4,51,2,0,1
12/3/2022,December,1008,2,5,1,1,1
12/4/2022,December,1008,3,94,1,1,1
12/5/2022,December,1008,5,56,4,0,0
12/6/2022,December,1008,5,67,5,0,1
12/7/2022,December,1008,0,61,6,1,0
12/8/2022,December,1008,2,112,7,0,0
12/9/2022,December,1008,1,35,10,0,1
12/10/2022,December,1008,2,20,9,0,1
12/11/2022,December,1008,3,146,10,1,1
12/12/2022,December,1008,1,75,10,0,0
12/13/2022,December,1008,1,52,7,0,0
12/14/2022,December,1008,5,22,1,0,1
12/15/2022,December,1008,0,56,5,1,0
12/16/2022,December,1008,4,98,7,1,0
12/17/2022,December,1008,0,117,9,1,1
12/18/2022,December,1008,5,77,10,1,1
12/19/2022,December,1008,5,132,7,0,1
12/20/2022,December,1008,4,100,5,0,1
12/21/2022,December,1008,0,129,9,0,1
12/22/2022,December,1008,2,107,9,1,0
12/23/2022,December,1008,4,6,9,1,0
12/24/2022,December,1008,0,17,9,1,1
12/25/2022,December,1008,1,114,7,0,0
12/26/2022,December,1008,0,0,4,1,0
12/27/2022,December,1008,4,58,8,0,1
12/28/2022,December,1008,3,24,1,0,0
12/29/2022,December,1008,1,115,5,0,0
12/30/2022,December,1008,2,58,5,1,1
12/31/2022,December,1008,0,103,9,0,1
1/1/2022,January,1009,71,111,8,0,0
1/2/2022,January,1009,0,141,8,1,1
1/3/2022,January,1009,0,98,9,0,0
1/4/2022,January,1009,0,94,9,1,1
1/5/2022,January,1009,0,20,7,0,0
1/6/2022,January,1009,0,43,8,0,0
1/7/2022,January,1009,0,106,5,0,1
1/8/2022,January,1009,0,141,5,1,1
1/9/2022,January,1009,0,48,1,0,0
1/10/2022,January,1009,0,71,1,1,0
1/11/2022,January,1009,0,90,7,1,1
1/12/2022,January,1009,0,95,9,1,1
1/13/2022,January,1009,0,10,2,1,0
1/14/2022,January,1009,0,28,9,0,1
1/15/2022,January,1009,0,35,6,1,0
1/16/2022,January,1009,0,103,5,0,1
1/17/2022,January,1009,0,69,4,1,1
1/18/2022,January,1009,0,140,1,1,0
1/19/2022,January,1009,0,37,9,1,0
1/20/2022,January,1009,0,117,2,0,0
1/21/2022,January,1009,0,45,1,0,1
1/22/2022,January,1009,0,128,7,0,0
1/23/2022,January,1009,0,39,7,1,0
1/24/2022,January,1009,0,118,8,1,1
1/25/2022,January,1009,0,134,4,0,0
1/26/2022,January,1009,0,88,6,0,0
1/27/2022,January,1009,0,142,7,1,0
1/28/2022,January,1009,0,42,6,1,0
1/29/2022,January,1009,0,124,9,1,1
1/30/2022,January,1009,0,149,1,1,0
1/31/2022,January,1009,0,73,8,0,1
2/1/2022,February,1009,10,126,10,0,0
2/2/2022,February,1009,0,45,8,0,1
2/3/2022,February,1009,0,75,5,1,1
2/4/2022,February,1009,0,1,10,0,1
2/5/2022,February,1009,0,58,5,0,1
2/6/2022,February,1009,0,140,7,1,0
2/7/2022,February,1009,0,49,6,0,1
2/8/2022,February,1009,0,78,8,1,1
2/9/2022,February,1009,0,34,6,0,0
2/10/2022,February,1009,0,1,4,0,1
2/11/2022,February,1009,0,32,4,1,0
2/12/2022,February,1009,0,73,4,0,0
2/13/2022,February,1009,0,65,6,1,1
2/14/2022,February,1009,0,10,9,0,0
2/15/2022,February,1009,0,125,9,0,1
2/16/2022,February,1009,0,91,3,1,1
2/17/2022,February,1009,0,70,10,1,1
2/18/2022,February,1009,0,141,8,1,1
2/19/2022,February,1009,0,127,7,0,1
2/20/2022,February,1009,0,55,1,1,1
2/21/2022,February,1009,0,126,5,0,0
2/22/2022,February,1009,0,94,4,0,1
2/23/2022,February,1009,0,50,9,1,0
2/24/2022,February,1009,0,42,1,0,1
2/25/2022,February,1009,0,126,6,0,0
2/26/2022,February,1009,0,41,7,0,1
2/27/2022,February,1009,0,71,3,0,0
2/28/2022,February,1009,0,62,5,0,0
3/1/2022,March,1009,90,109,9,1,0
3/2/2022,March,1009,0,52,10,1,1
3/3/2022,March,1009,0,8,3,1,1
3/4/2022,March,1009,0,12,6,1,1
3/5/2022,March,1009,0,69,1,0,0
3/6/2022,March,1009,0,36,4,1,1
3/7/2022,March,1009,0,26,5,1,0
3/8/2022,March,1009,0,44,3,0,1
3/9/2022,March,1009,0,114,9,1,1
3/10/2022,March,1009,0,98,9,1,1
3/11/2022,March,1009,0,20,3,0,0
3/12/2022,March,1009,0,139,2,1,0
3/13/2022,March,1009,0,122,3,1,1
3/14/2022,March,1009,0,116,3,1,0
3/15/2022,March,1009,0,54,3,1,1
3/16/2022,March,1009,0,18,5,1,1
3/17/2022,March,1009,0,44,7,1,0
3/18/2022,March,1009,0,22,4,0,1
3/19/2022,March,1009,0,101,9,0,0
3/20/2022,March,1009,0,7,3,0,1
3/21/2022,March,1009,0,108,10,0,0
3/22/2022,March,1009,0,116,2,0,0
3/23/2022,March,1009,0,80,1,1,1
3/24/2022,March,1009,0,110,3,1,0
3/25/2022,March,1009,0,0,10,0,1
3/26/2022,March,1009,0,141,7,0,0
3/27/2022,March,1009,0,133,3,0,1
3/28/2022,March,1009,0,5,3,0,0
3/29/2022,March,1009,0,74,5,1,0
3/30/2022,March,1009,0,44,1,1,0
3/31/2022,March,1009,0,81,7,1,0
4/1/2022,April,1009,92,128,7,0,0
4/2/2022,April,1009,0,18,7,1,1
4/3/2022,April,1009,0,81,6,0,0
4/4/2022,April,1009,0,129,3,0,0
4/5/2022,April,1009,0,63,10,1,0
4/6/2022,April,1009,0,88,2,1,0
4/7/2022,April,1009,0,144,10,0,0
4/8/2022,April,1009,0,49,5,0,0
4/9/2022,April,1009,0,15,6,1,1
4/10/2022,April,1009,0,132,9,1,1
4/11/2022,April,1009,0,87,10,1,0
4/12/2022,April,1009,0,115,6,1,1
4/13/2022,April,1009,0,58,2,0,0
4/14/2022,April,1009,0,34,3,0,0
4/15/2022,April,1009,0,117,7,0,1
4/16/2022,April,1009,0,111,5,1,1
4/17/2022,April,1009,0,42,3,0,0
4/18/2022,April,1009,0,49,7,1,1
4/19/2022,April,1009,0,100,8,1,0
4/20/2022,April,1009,0,37,7,0,1
4/21/2022,April,1009,0,28,8,0,1
4/22/2022,April,1009,0,137,5,1,1
4/23/2022,April,1009,0,134,7,0,0
4/24/2022,April,1009,0,40,3,1,1
4/25/2022,April,1009,0,27,7,0,1
4/26/2022,April,1009,0,64,9,1,0
4/27/2022,April,1009,0,98,6,1,1
4/28/2022,April,1009,0,124,3,0,0
4/29/2022,April,1009,0,107,4,0,1
4/30/2022,April,1009,0,83,9,1,0
5/1/2022,May,1009,35,95,5,1,1
5/2/2022,May,1009,0,144,8,0,1
5/3/2022,May,1009,0,118,1,1,1
5/4/2022,May,1009,0,110,7,0,1
5/5/2022,May,1009,0,44,10,0,0
5/6/2022,May,1009,0,107,5,1,1
5/7/2022,May,1009,0,6,8,1,0
5/8/2022,May,1009,0,111,3,0,1
5/9/2022,May,1009,0,73,8,1,1
5/10/2022,May,1009,0,148,8,0,0
5/11/2022,May,1009,0,58,9,1,1
5/12/2022,May,1009,0,79,4,0,1
5/13/2022,May,1009,0,127,10,1,1
5/14/2022,May,1009,0,45,2,1,1
5/15/2022,May,1009,0,50,5,1,1
5/16/2022,May,1009,0,73,3,0,0
5/17/2022,May,1009,0,64,9,1,1
5/18/2022,May,1009,0,18,1,0,1
5/19/2022,May,1009,0,21,8,0,0
5/20/2022,May,1009,0,31,2,1,1
5/21/2022,May,1009,0,40,7,0,1
5/22/2022,May,1009,0,136,3,0,0
5/23/2022,May,1009,0,61,5,1,1
5/24/2022,May,1009,0,143,6,0,1
5/25/2022,May,1009,0,143,5,1,0
5/26/2022,May,1009,0,105,8,0,0
5/27/2022,May,1009,0,26,6,1,1
5/28/2022,May,1009,0,35,10,0,0
5/29/2022,May,1009,0,133,5,1,1
5/30/2022,May,1009,0,145,8,1,1
5/31/2022,May,1009,0,64,3,1,0
6/1/2022,June,1009,43,59,8,0,0
6/2/2022,June,1009,0,106,2,0,0
6/3/2022,June,1009,0,39,3,1,0
6/4/2022,June,1009,0,89,6,0,0
6/5/2022,June,1009,0,36,1,0,1
6/6/2022,June,1009,0,6,7,0,1
6/7/2022,June,1009,0,24,4,0,0
6/8/2022,June,1009,0,83,10,0,0
6/9/2022,June,1009,0,10,2,0,1
6/10/2022,June,1009,0,113,4,1,0
6/11/2022,June,1009,0,139,4,0,0
6/12/2022,June,1009,0,42,7,1,0
6/13/2022,June,1009,0,53,7,1,0
6/14/2022,June,1009,0,36,2,0,1
6/15/2022,June,1009,0,60,1,0,1
6/16/2022,June,1009,0,118,5,1,0
6/17/2022,June,1009,0,83,6,0,1
6/18/2022,June,1009,0,116,10,1,0
6/19/2022,June,1009,0,74,9,1,0
6/20/2022,June,1009,0,87,7,0,0
6/21/2022,June,1009,0,48,10,0,1
6/22/2022,June,1009,0,50,6,0,0
6/23/2022,June,1009,0,148,7,0,1
6/24/2022,June,1009,0,124,9,1,1
6/25/2022,June,1009,0,134,9,1,0
6/26/2022,June,1009,0,136,4,0,1
6/27/2022,June,1009,0,23,8,1,0
6/28/2022,June,1009,0,95,7,1,1
6/29/2022,June,1009,0,87,2,0,0
6/30/2022,June,1009,0,68,2,1,0
7/1/2022,July,1009,79,112,6,1,1
7/2/2022,July,1009,0,82,8,0,1
7/3/2022,July,1009,0,35,1,1,0
7/4/2022,July,1009,0,45,4,0,0
7/5/2022,July,1009,0,66,10,1,0
7/6/2022,July,1009,0,147,4,0,1
7/7/2022,July,1009,0,1,8,0,1
7/8/2022,July,1009,0,11,5,0,1
7/9/2022,July,1009,0,27,10,0,0
7/10/2022,July,1009,0,126,2,0,1
7/11/2022,July,1009,0,50,1,1,1
7/12/2022,July,1009,0,89,3,1,1
7/13/2022,July,1009,0,80,6,0,1
7/14/2022,July,1009,0,75,10,0,0
7/15/2022,July,1009,0,85,5,1,0
7/16/2022,July,1009,0,108,9,1,1
7/17/2022,July,1009,0,110,7,0,1
7/18/2022,July,1009,0,107,1,1,0
7/19/2022,July,1009,0,105,9,1,1
7/20/2022,July,1009,0,37,9,1,1
7/21/2022,July,1009,0,60,7,0,0
7/22/2022,July,1009,0,99,4,0,1
7/23/2022,July,1009,0,143,7,1,0
7/24/2022,July,1009,0,56,3,0,1
7/25/2022,July,1009,0,137,2,1,0
7/26/2022,July,1009,0,138,6,0,0
7/27/2022,July,1009,0,83,6,0,1
7/28/2022,July,1009,0,123,2,0,1
7/29/2022,July,1009,0,11,2,1,1
7/30/2022,July,1009,0,63,4,0,0
7/31/2022,July,1009,0,134,5,0,0
8/1/2022,August,1009,10,41,2,0,0
8/2/2022,August,1009,0,67,3,1,1
8/3/2022,August,1009,0,139,4,1,0
8/4/2022,August,1009,0,29,1,1,0
8/5/2022,August,1009,0,61,7,0,1
8/6/2022,August,1009,0,105,10,1,0
8/7/2022,August,1009,0,22,5,1,1
8/8/2022,August,1009,0,105,10,1,0
8/9/2022,August,1009,0,113,8,1,0
8/10/2022,August,1009,0,6,9,1,0
8/11/2022,August,1009,0,0,10,0,1
8/12/2022,August,1009,0,86,5,1,1
8/13/2022,August,1009,0,114,7,0,0
8/14/2022,August,1009,0,26,8,0,0
8/15/2022,August,1009,0,46,3,0,0
8/16/2022,August,1009,0,85,4,1,1
8/17/2022,August,1009,0,145,10,1,0
8/18/2022,August,1009,0,99,7,0,0
8/19/2022,August,1009,0,100,8,1,1
8/20/2022,August,1009,0,8,6,0,0
8/21/2022,August,1009,0,142,5,1,1
8/22/2022,August,1009,0,101,6,1,0
8/23/2022,August,1009,0,78,10,0,1
8/24/2022,August,1009,0,95,1,0,0
8/25/2022,August,1009,0,39,5,1,1
8/26/2022,August,1009,0,30,4,1,1
8/27/2022,August,1009,0,71,6,1,1
8/28/2022,August,1009,0,89,8,1,0
8/29/2022,August,1009,0,62,4,1,0
8/30/2022,August,1009,0,38,6,0,1
8/31/2022,August,1009,0,43,4,1,0
9/1/2022,September,1009,66,144,3,0,0
9/2/2022,September,1009,0,66,5,1,0
9/3/2022,September,1009,0,109,3,1,0
9/4/2022,September,1009,0,87,7,1,1
9/5/2022,September,1009,0,99,10,1,0
9/6/2022,September,1009,0,82,9,0,1
9/7/2022,September,1009,0,38,9,0,0
9/8/2022,September,1009,0,53,10,1,0
9/9/2022,September,1009,0,126,4,1,0
9/10/2022,September,1009,0,102,3,0,1
9/11/2022,September,1009,0,16,1,0,1
9/12/2022,September,1009,0,111,4,0,1
9/13/2022,September,1009,0,84,6,0,0
9/14/2022,September,1009,0,56,8,1,0
9/15/2022,September,1009,0,132,2,0,0
9/16/2022,September,1009,0,4,9,0,1
9/17/2022,September,1009,0,99,3,1,0
9/18/2022,September,1009,0,100,1,0,0
9/19/2022,September,1009,0,51,5,1,0
9/20/2022,September,1009,0,95,6,0,0
9/21/2022,September,1009,0,54,7,1,0
9/22/2022,September,1009,0,2,6,0,0
9/23/2022,September,1009,0,22,10,0,1
9/24/2022,September,1009,0,144,10,1,1
9/25/2022,September,1009,0,84,7,1,1
9/26/2022,September,1009,0,86,4,1,1
9/27/2022,September,1009,0,83,4,1,1
9/28/2022,September,1009,0,131,3,1,1
9/29/2022,September,1009,0,134,10,1,1
9/30/2022,September,1009,0,126,8,1,1
10/1/2022,October,1009,83,100,8,0,0
10/2/2022,October,1009,0,135,2,0,1
10/3/2022,October,1009,0,11,4,0,0
10/4/2022,October,1009,0,27,3,1,1
10/5/2022,October,1009,0,39,8,0,1
10/6/2022,October,1009,0,85,4,1,0
10/7/2022,October,1009,0,38,2,1,0
10/8/2022,October,1009,0,28,7,0,0
10/9/2022,October,1009,0,0,9,1,1
10/10/2022,October,1009,0,131,3,1,1
10/11/2022,October,1009,0,108,7,0,0
10/12/2022,October,1009,0,55,10,0,0
10/13/2022,October,1009,0,27,9,1,0
10/14/2022,October,1009,0,38,1,1,0
10/15/2022,October,1009,0,126,8,1,1
10/16/2022,October,1009,0,24,2,1,1
10/17/2022,October,1009,0,57,10,0,1
10/18/2022,October,1009,0,71,2,1,1
10/19/2022,October,1009,0,21,1,1,0
10/20/2022,October,1009,0,98,2,0,0
10/21/2022,October,1009,0,144,1,0,0
10/22/2022,October,1009,0,109,3,1,0
10/23/2022,October,1009,0,111,1,0,1
10/24/2022,October,1009,0,66,1,0,1
10/25/2022,October,1009,0,114,6,1,0
10/26/2022,October,1009,0,127,9,0,1
10/27/2022,October,1009,0,135,7,0,1
10/28/2022,October,1009,0,72,9,0,0
10/29/2022,October,1009,0,42,9,0,0
10/30/2022,October,1009,0,74,2,1,1
10/31/2022,October,1009,0,120,6,0,1
11/1/2022,November,1009,55,94,3,0,0
11/2/2022,November,1009,0,115,5,1,1
11/3/2022,November,1009,0,106,1,0,1
11/4/2022,November,1009,0,149,5,0,0
11/5/2022,November,1009,0,126,5,0,0
11/6/2022,November,1009,0,114,1,0,1
11/7/2022,November,1009,0,5,10,0,0
11/8/2022,November,1009,0,104,4,1,0
11/9/2022,November,1009,0,76,7,1,1
11/10/2022,November,1009,0,32,3,0,1
11/11/2022,November,1009,0,60,6,1,0
11/12/2022,November,1009,0,49,9,0,0
11/13/2022,November,1009,0,138,6,0,0
11/14/2022,November,1009,0,88,10,0,0
11/15/2022,November,1009,0,145,4,0,1
11/16/2022,November,1009,0,116,7,1,0
11/17/2022,November,1009,0,53,2,0,1
11/18/2022,November,1009,0,73,6,1,0
11/19/2022,November,1009,0,50,5,0,1
11/20/2022,November,1009,0,79,3,1,0
11/21/2022,November,1009,0,5,8,1,1
11/22/2022,November,1009,0,127,10,0,0
11/23/2022,November,1009,0,4,3,0,1
11/24/2022,November,1009,0,32,6,0,0
11/25/2022,November,1009,0,75,7,1,1
11/26/2022,November,1009,0,6,1,1,1
11/27/2022,November,1009,0,5,8,1,0
11/28/2022,November,1009,0,47,10,0,0
11/29/2022,November,1009,0,146,1,1,1
11/30/2022,November,1009,0,73,4,0,1
12/1/2022,December,1009,40,62,9,1,1
12/2/2022,December,1009,0,29,4,0,1
12/3/2022,December,1009,0,144,3,0,1
12/4/2022,December,1009,0,143,5,1,0
12/5/2022,December,1009,0,89,6,1,1
12/6/2022,December,1009,0,74,3,1,0
12/7/2022,December,1009,0,2,2,1,0
12/8/2022,December,1009,0,124,4,1,0
12/9/2022,December,1009,0,17,6,0,0
12/10/2022,December,1009,0,98,8,0,1
12/11/2022,December,1009,0,48,9,0,0
12/12/2022,December,1009,0,70,5,1,0
12/13/2022,December,1009,0,54,8,1,0
12/14/2022,December,1009,0,109,10,1,0
12/15/2022,December,1009,0,70,10,1,1
12/16/2022,December,1009,0,32,4,1,1
12/17/2022,December,1009,0,90,1,1,1
12/18/2022,December,1009,0,9,1,0,1
12/19/2022,December,1009,0,17,10,1,1
12/20/2022,December,1009,0,68,2,0,0
12/21/2022,December,1009,0,3,10,1,1
12/22/2022,December,1009,0,114,8,0,0
12/23/2022,December,1009,0,21,2,1,1
12/24/2022,December,1009,0,57,2,1,1
12/25/2022,December,1009,0,118,9,0,1
12/26/2022,December,1009,0,115,9,1,0
12/27/2022,December,1009,0,121,6,1,0
12/28/2022,December,1009,0,63,4,0,0
12/29/2022,December,1009,0,68,1,1,0
12/30/2022,December,1009,0,38,9,1,1
12/31/2022,December,1009,0,67,9,0,1
1/1/2022,January,1010,1,124,1,0,0
1/2/2022,January,1010,0,30,7,0,0
1/3/2022,January,1010,4,51,6,0,0
1/4/2022,January,1010,4,29,6,1,0
1/5/2022,January,1010,3,46,10,1,0
1/6/2022,January,1010,2,140,3,0,0
1/7/2022,January,1010,3,115,3,1,0
1/8/2022,January,1010,5,116,8,0,0
1/9/2022,January,1010,3,16,10,1,0
1/10/2022,January,1010,1,23,7,1,0
1/11/2022,January,1010,1,33,8,0,0
1/12/2022,January,1010,0,68,10,0,0
1/13/2022,January,1010,4,45,1,1,0
1/14/2022,January,1010,3,24,1,0,0
1/15/2022,January,1010,2,68,8,1,1
1/16/2022,January,1010,3,113,2,0,0
1/17/2022,January,1010,3,94,8,1,0
1/18/2022,January,1010,4,56,4,1,0
1/19/2022,January,1010,1,81,10,1,0
1/20/2022,January,1010,2,73,9,0,1
1/21/2022,January,1010,5,37,6,0,1
1/22/2022,January,1010,5,126,8,1,0
1/23/2022,January,1010,3,18,7,1,1
1/24/2022,January,1010,5,38,10,1,1
1/25/2022,January,1010,2,58,4,1,1
1/26/2022,January,1010,2,73,6,1,1
1/27/2022,January,1010,0,106,6,0,1
1/28/2022,January,1010,4,130,6,1,0
1/29/2022,January,1010,3,131,2,0,0
1/30/2022,January,1010,2,44,7,1,1
1/31/2022,January,1010,4,56,1,1,0
2/1/2022,February,1010,5,125,5,1,0
2/2/2022,February,1010,4,32,4,1,1
2/3/2022,February,1010,0,73,10,1,0
2/4/2022,February,1010,2,23,8,1,0
2/5/2022,February,1010,2,133,3,0,1
2/6/2022,February,1010,2,24,6,0,0
2/7/2022,February,1010,3,85,6,1,1
2/8/2022,February,1010,2,4,10,1,0
2/9/2022,February,1010,3,87,9,0,1
2/10/2022,February,1010,1,86,3,1,0
2/11/2022,February,1010,1,131,10,1,1
2/12/2022,February,1010,4,21,1,0,1
2/13/2022,February,1010,2,98,4,0,0
2/14/2022,February,1010,3,125,6,1,0
2/15/2022,February,1010,1,64,4,1,0
2/16/2022,February,1010,0,113,3,1,0
2/17/2022,February,1010,5,142,1,1,1
2/18/2022,February,1010,1,114,4,1,1
2/19/2022,February,1010,0,142,8,0,0
2/20/2022,February,1010,2,87,3,0,0
2/21/2022,February,1010,5,31,8,0,1
2/22/2022,February,1010,4,19,8,1,1
2/23/2022,February,1010,3,62,9,0,0
2/24/2022,February,1010,1,141,1,1,1
2/25/2022,February,1010,5,83,10,1,1
2/26/2022,February,1010,3,29,6,0,1
2/27/2022,February,1010,3,37,2,0,1
2/28/2022,February,1010,5,72,4,1,0
3/1/2022,March,1010,5,37,4,1,0
3/2/2022,March,1010,0,89,3,1,1
3/3/2022,March,1010,2,52,3,1,0
3/4/2022,March,1010,5,84,10,0,1
3/5/2022,March,1010,0,12,1,0,0
3/6/2022,March,1010,2,129,5,0,0
3/7/2022,March,1010,5,30,9,1,1
3/8/2022,March,1010,3,106,9,0,0
3/9/2022,March,1010,1,93,5,1,1
3/10/2022,March,1010,4,30,6,0,1
3/11/2022,March,1010,5,106,1,0,0
3/12/2022,March,1010,2,98,10,0,1
3/13/2022,March,1010,2,144,9,0,0
3/14/2022,March,1010,1,132,10,1,0
3/15/2022,March,1010,1,57,1,1,0
3/16/2022,March,1010,2,38,1,0,1
3/17/2022,March,1010,1,123,3,1,1
3/18/2022,March,1010,1,143,3,1,1
3/19/2022,March,1010,2,38,3,1,1
3/20/2022,March,1010,1,91,9,1,0
3/21/2022,March,1010,4,63,1,1,1
3/22/2022,March,1010,3,93,10,0,0
3/23/2022,March,1010,5,147,9,1,0
3/24/2022,March,1010,5,13,8,0,0
3/25/2022,March,1010,3,111,4,1,1
3/26/2022,March,1010,2,114,10,1,1
3/27/2022,March,1010,2,107,2,1,1
3/28/2022,March,1010,3,48,9,1,1
3/29/2022,March,1010,2,72,2,0,1
3/30/2022,March,1010,0,104,3,1,0
3/31/2022,March,1010,3,133,9,1,0
4/1/2022,April,1010,3,13,5,0,0
4/2/2022,April,1010,5,91,5,0,0
4/3/2022,April,1010,3,137,8,1,0
4/4/2022,April,1010,2,43,10,1,1
4/5/2022,April,1010,4,4,1,1,0
4/6/2022,April,1010,0,8,1,0,1
4/7/2022,April,1010,2,95,5,1,1
4/8/2022,April,1010,1,8,2,1,1
4/9/2022,April,1010,4,115,5,1,0
4/10/2022,April,1010,3,7,10,1,1
4/11/2022,April,1010,0,143,5,0,0
4/12/2022,April,1010,3,53,5,1,1
4/13/2022,April,1010,1,139,10,0,1
4/14/2022,April,1010,0,91,8,0,0
4/15/2022,April,1010,3,41,6,0,1
4/16/2022,April,1010,4,106,5,1,1
4/17/2022,April,1010,3,32,9,1,1
4/18/2022,April,1010,0,95,4,0,0
4/19/2022,April,1010,4,80,4,1,1
4/20/2022,April,1010,5,127,1,1,1
4/21/2022,April,1010,2,112,6,0,0
4/22/2022,April,1010,3,72,8,1,1
4/23/2022,April,1010,3,109,3,1,0
4/24/2022,April,1010,0,69,9,0,0
4/25/2022,April,1010,0,19,3,1,1
4/26/2022,April,1010,4,72,5,0,0
4/27/2022,April,1010,3,6,3,1,1
4/28/2022,April,1010,0,90,4,1,0
4/29/2022,April,1010,2,31,2,1,0
4/30/2022,April,1010,4,11,8,1,1
5/1/2022,May,1010,5,61,6,1,0
5/2/2022,May,1010,3,131,7,0,0
5/3/2022,May,1010,3,32,1,1,1
5/4/2022,May,1010,3,5,10,0,0
5/5/2022,May,1010,1,120,1,1,0
5/6/2022,May,1010,5,22,9,1,0
5/7/2022,May,1010,3,75,7,0,1
5/8/2022,May,1010,2,46,6,1,1
5/9/2022,May,1010,3,14,6,1,0
5/10/2022,May,1010,2,139,2,0,1
5/11/2022,May,1010,4,92,6,1,1
5/12/2022,May,1010,3,16,5,0,1
5/13/2022,May,1010,0,136,6,0,1
5/14/2022,May,1010,2,139,8,1,0
5/15/2022,May,1010,5,88,4,1,1
5/16/2022,May,1010,5,141,1,0,0
5/17/2022,May,1010,1,138,4,0,0
5/18/2022,May,1010,1,74,4,0,1
5/19/2022,May,1010,3,44,2,1,0
5/20/2022,May,1010,5,137,4,1,1
5/21/2022,May,1010,1,124,7,1,0
5/22/2022,May,1010,3,139,9,1,0
5/23/2022,May,1010,5,126,3,1,1
5/24/2022,May,1010,3,114,6,1,1
5/25/2022,May,1010,5,61,7,0,1
5/26/2022,May,1010,5,83,5,0,0
5/27/2022,May,1010,2,33,3,1,1
5/28/2022,May,1010,5,123,5,0,0
5/29/2022,May,1010,1,35,1,1,0
5/30/2022,May,1010,2,21,4,0,1
5/31/2022,May,1010,1,63,8,1,1
6/1/2022,June,1010,4,50,10,0,1
6/2/2022,June,1010,1,24,6,0,0
6/3/2022,June,1010,2,119,3,0,1
6/4/2022,June,1010,5,68,7,0,1
6/5/2022,June,1010,0,17,3,0,1
6/6/2022,June,1010,2,56,2,0,0
6/7/2022,June,1010,5,132,4,0,0
6/8/2022,June,1010,4,83,1,1,0
6/9/2022,June,1010,5,58,2,0,0
6/10/2022,June,1010,1,76,7,0,1
6/11/2022,June,1010,0,136,5,1,1
6/12/2022,June,1010,5,135,3,0,0
6/13/2022,June,1010,5,86,8,1,1
6/14/2022,June,1010,4,66,4,0,1
6/15/2022,June,1010,5,57,9,1,0
6/16/2022,June,1010,3,82,10,1,0
6/17/2022,June,1010,0,130,8,1,1
6/18/2022,June,1010,0,123,3,1,1
6/19/2022,June,1010,2,132,10,0,0
6/20/2022,June,1010,5,99,2,1,1
6/21/2022,June,1010,3,21,10,1,1
6/22/2022,June,1010,5,138,9,1,0
6/23/2022,June,1010,1,39,7,0,1
6/24/2022,June,1010,1,21,3,1,0
